MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Supplier_ID_num,HU_HU_Block_Supplier_ID_num,PF_M1_T1_s0,PF_M1_T1_Force,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_Force,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,batch_ID_num
22.0,22.0,11.0,10.182045527588647,30000.0,0.0,26.02997955051391,0.0,37140.37584610084,0.0,27.379903162954303,0.0,122.0,10.182131371758647,16076.757404684105,1.0,17.76896192614103,1.0,23148.14771475037,1.0,19.10584347944937,1.0,0.0,23.0
22.0,21.0,11.0,10.007481657448768,30000.0,0.0,23.282291596985715,0.0,36587.186565094285,0.0,24.59446364581481,0.0,121.0,9.98786116091555,15044.183485531234,1.0,17.47589931897835,1.0,21624.373747341357,1.0,18.786677699429617,1.0,0.0,11.0
22.0,22.0,12.0,9.99978354188729,30000.0,0.0,24.67331884432847,0.0,36388.67784681273,0.0,25.95596481944066,0.0,121.0,9.9904166565637,16406.111152531656,1.0,17.863359925425645,1.0,22893.329897791406,1.0,19.165789819809966,1.0,0.0,27.0
22.0,21.0,11.0,10.19094726880232,30000.0,0.0,24.544111635921666,0.0,36810.65302793429,0.0,25.83149706938549,0.0,122.0,10.220728812819514,12150.775214259627,1.0,16.996151271528305,1.0,19098.67776324507,1.0,18.309480330871533,1.0,0.0,2.0
22.0,21.0,11.0,10.217169948102475,30000.0,0.0,23.671940605813546,0.0,37017.091255658546,0.0,24.997054474807534,0.0,122.0,10.18221696979056,15231.312038599188,1.0,17.547108167216702,1.0,22215.014306512086,1.0,18.86591682952013,1.0,0.0,21.0
22.0,22.0,12.0,10.012585920820156,30000.0,0.0,23.746123523247988,0.0,36427.764857464186,0.0,25.0320341464872,0.0,121.0,10.010992783555926,15461.022804499798,1.0,17.600903557888934,1.0,21967.584962598332,1.0,18.902578025670564,1.0,0.0,10.0
22.0,22.0,11.0,10.007354858286204,30000.0,0.0,27.141276983715734,0.0,36518.029689953066,0.0,28.454900359121144,0.0,121.0,9.989274766520145,17223.116387109825,1.0,17.990721497830883,1.0,23709.447091580863,1.0,19.29795635856444,1.0,0.0,9.0
22.0,22.0,11.0,10.215463650551628,30000.0,0.0,23.129576263691742,0.0,37115.90382392336,0.0,24.468630237169865,0.0,122.0,10.179912411788253,14448.089108989672,1.0,17.445913923510826,1.0,21503.707557552156,1.0,18.7736235374505,1.0,0.0,0.0
22.0,22.0,12.0,10.211980545926009,30000.0,0.0,24.57470911068959,0.0,37019.43316368738,0.0,25.899240516553892,0.0,122.0,10.17496689178022,16673.339876533613,1.0,17.836993840096675,1.0,23619.096835465185,1.0,19.147622920119513,1.0,0.0,25.0
22.0,22.0,12.0,10.192122057113343,30000.0,0.0,24.41268358660664,0.0,37244.22464530528,0.0,25.77779802703772,0.0,122.0,10.191640121066973,16001.246573924505,1.0,17.820117013636764,1.0,23018.443605756624,1.0,19.142449971065425,1.0,0.0,10.0
22.0,22.0,12.0,10.188080670913868,30000.0,0.0,24.950342577486133,0.0,37113.69149692344,0.0,26.28935152828792,0.0,122.0,10.207210634390133,16249.509146385135,1.0,17.82697485662939,1.0,23225.874891380154,1.0,19.140135004304522,1.0,0.0,27.0
22.0,21.0,11.0,9.983502103651837,30000.0,0.0,26.077555341976,0.0,36481.818162077754,0.0,27.36885222674869,0.0,121.0,10.007298000703774,13398.837697458197,1.0,17.162612606562647,1.0,19902.433660243176,1.0,18.458248028071054,1.0,0.0,3.0
21.0,21.0,11.0,10.20399014829209,30000.0,0.0,24.971374331297056,0.0,37177.14091385313,0.0,26.327975874011045,0.0,122.0,10.22085545897096,13857.690702513668,1.0,17.317093682933677,1.0,20830.57275357111,1.0,18.635086831064417,1.0,0.0,6.0
22.0,22.0,12.0,10.224429382457808,30000.0,0.0,24.55953922442884,0.0,36924.378870167995,0.0,25.862719673983417,0.0,122.0,10.222512629727532,15507.908877291587,1.0,17.671709739375114,1.0,22448.83957941801,1.0,18.978005273216237,1.0,0.0,10.0
22.0,22.0,11.0,10.201258229794774,30000.0,0.0,23.812843836914425,0.0,37096.33797353499,0.0,25.15226776786904,0.0,122.0,10.212713048931668,13428.084122901591,1.0,17.252323180482858,1.0,20469.492507290994,1.0,18.581379227820108,1.0,0.0,16.0
21.0,22.0,11.0,10.188161890296922,30000.0,0.0,26.222676851070688,0.0,37034.10618342122,0.0,27.552551122968985,0.0,122.0,10.20771197821031,12784.728209140736,1.0,17.152190958865365,1.0,19908.614042679757,1.0,18.49903904999788,1.0,0.0,18.0
22.0,21.0,11.0,10.00070768482411,30000.0,0.0,23.484025229126814,0.0,36551.542068724244,0.0,24.794473272962623,0.0,121.0,10.005230557806295,13871.985326688216,1.0,17.262762234872437,1.0,20336.445937448952,1.0,18.55579213118731,1.0,0.0,14.0
22.0,22.0,11.0,10.194776771777514,30000.0,0.0,22.7542795131623,0.0,36977.98537402442,0.0,24.073378073268646,0.0,122.0,10.202062032934624,16990.15704734213,1.0,17.926756320577915,1.0,24122.479675267015,1.0,19.275030357340995,1.0,0.0,5.0
22.0,21.0,11.0,9.995920007859263,30000.0,0.0,25.08299606872292,0.0,36522.314452873645,0.0,26.389454987697093,0.0,121.0,10.014572181924644,11225.066517625113,1.0,16.765913839731226,1.0,17705.969019030286,1.0,18.064077695083576,1.0,0.0,29.0
22.0,21.0,11.0,10.212482740541002,30000.0,0.0,23.67505448232232,0.0,36851.63410965989,0.0,24.96202757389758,0.0,122.0,10.217901716292632,12838.023982201714,1.0,17.09543870076864,1.0,19796.536910118113,1.0,18.402487318992577,1.0,0.0,15.0
22.0,21.0,11.0,9.992593850639265,30000.0,0.0,28.794369605181174,0.0,36472.078404923726,0.0,30.083272835174913,0.0,121.0,9.987320081818833,10934.273681505514,1.0,16.64766236721952,1.0,17366.0216928433,1.0,17.92853386902525,1.0,0.0,15.0
22.0,22.0,11.0,10.01575754508824,30000.0,0.0,25.15990838801781,0.0,36462.22561428637,0.0,26.458495847534344,0.0,121.0,9.999741413850062,18162.31638691804,1.0,18.17255087563142,1.0,24761.36486381953,1.0,19.498632957615847,1.0,0.0,22.0
21.0,22.0,12.0,10.185391227713351,30000.0,0.0,24.89880891219733,0.0,36855.315489697954,0.0,26.193451553381127,0.0,122.0,10.182227925248517,15088.799320788517,1.0,17.56200147030902,1.0,21926.89989613942,1.0,18.853393033958675,1.0,0.0,19.0
22.0,21.0,11.0,10.193845301529198,30000.0,0.0,24.959931607225066,0.0,37070.837163392374,0.0,26.294096692098503,0.0,122.0,10.200998707477657,16873.292509446987,1.0,17.881766755024003,1.0,23846.518944613807,1.0,19.19751410201177,1.0,0.0,15.0
22.0,21.0,11.0,9.992242433513038,30000.0,0.0,23.606791316754695,0.0,36511.4864470357,0.0,24.91630065841687,0.0,121.0,9.993893631406296,11788.457628454673,1.0,16.881807527837335,1.0,18251.281489503745,1.0,18.18153045414608,1.0,0.0,3.0
22.0,22.0,11.0,10.183797379313793,30000.0,0.0,24.035869324061316,0.0,37086.19263166773,0.0,25.373384875681232,0.0,122.0,10.189294127741213,12087.978539615744,1.0,17.005281326892575,1.0,19174.565536668273,1.0,18.342871314794795,1.0,0.0,13.0
22.0,21.0,11.0,9.985501714981774,30000.0,0.0,23.212604374174756,0.0,36574.141185107306,0.0,24.532667767961467,0.0,121.0,9.991121636410655,13902.392640655993,1.0,17.276718222119957,1.0,20431.170225812697,1.0,18.587672771721692,1.0,0.0,11.0
22.0,21.0,11.0,10.208984345858978,30000.0,0.0,23.287917933926238,0.0,37128.82130614175,0.0,24.63039038080816,0.0,122.0,10.220183809055422,15440.384059153374,1.0,17.62074827264117,1.0,22440.722272538915,1.0,18.939025273388566,1.0,0.0,3.0
22.0,21.0,11.0,10.008590291506255,30000.0,0.0,23.94282815629981,0.0,36511.31423271728,0.0,25.241463231369643,0.0,121.0,9.99557883887173,15357.635663707977,1.0,17.54342815350344,1.0,21905.026775959806,1.0,18.849258504286926,1.0,0.0,20.0
21.0,22.0,12.0,10.21016909882227,30000.0,0.0,24.65160807800958,0.0,36923.343687338565,0.0,25.96256087453151,0.0,122.0,10.200259169497151,14472.23446031224,1.0,17.435792452410496,1.0,21301.007951692867,1.0,18.728838140971654,1.0,0.0,19.0
22.0,22.0,11.0,10.223233823488737,30000.0,0.0,25.340252439675552,0.0,36825.44505643929,0.0,26.62997489188184,0.0,122.0,10.202128486009292,14793.418300605397,1.0,17.513883397632462,1.0,21663.09347702741,1.0,18.811963484884345,1.0,0.0,13.0
22.0,21.0,11.0,10.165664593989193,30000.0,0.0,23.725653837426684,0.0,36951.70887952963,0.0,25.02956327603504,0.0,122.0,10.192338632525383,11984.513924596933,1.0,16.93731925644082,1.0,18802.992840876082,1.0,18.21623918389469,1.0,0.0,12.0
22.0,21.0,11.0,10.18981850458963,30000.0,0.0,24.91653396393696,0.0,36953.7150352524,0.0,26.23002195467143,0.0,122.0,10.173722998031435,15743.777589284344,1.0,17.62794702978559,1.0,22733.022285178224,1.0,18.948146221990193,1.0,0.0,21.0
22.0,21.0,11.0,10.20890145529618,30000.0,0.0,23.450758347259885,0.0,37040.9143606876,0.0,24.781424863325352,0.0,122.0,10.203309352617682,13090.6935368765,1.0,17.160081173173555,1.0,20111.949620623844,1.0,18.487032460002034,1.0,0.0,20.0
21.0,22.0,12.0,10.012793309611252,30000.0,0.0,25.7527546184347,0.0,36437.226743371146,0.0,27.0452046500983,0.0,121.0,10.01494937950352,16880.13957639289,1.0,17.95139242571854,1.0,23422.0366368752,1.0,19.26485789773522,1.0,0.0,19.0
22.0,22.0,11.0,10.008116005794369,30000.0,0.0,25.18215774115851,0.0,36536.90019075249,0.0,26.49086421035054,0.0,121.0,10.004615071780503,15044.77893038534,1.0,17.52600933688138,1.0,21581.44353771071,1.0,18.834668641584724,1.0,0.0,13.0
22.0,22.0,12.0,10.16852566060314,30000.0,0.0,24.76406033188873,0.0,36903.53101963477,0.0,26.06271693233263,0.0,122.0,10.200261515851984,14920.486986496067,1.0,17.495503497504238,1.0,21987.11486460364,1.0,18.824841036610536,1.0,0.0,27.0
22.0,21.0,11.0,10.005218330908605,30000.0,0.0,23.77767411939967,0.0,36387.801688760264,0.0,25.057409940989373,0.0,121.0,10.003755369652845,13645.028936945213,1.0,17.20322390190542,1.0,20081.843201508585,1.0,18.49277893079362,1.0,0.0,20.0
22.0,21.0,11.0,9.997910545210793,30000.0,0.0,23.392062519786187,0.0,36383.49493345734,0.0,24.667742323823962,0.0,121.0,10.006165341641687,10812.863541000472,1.0,16.655721074209826,1.0,17295.854804679773,1.0,17.951284258803728,1.0,0.0,21.0
22.0,22.0,11.0,10.209153731884582,30000.0,0.0,23.45639877998982,0.0,36974.13902046406,0.0,24.77419278137922,0.0,122.0,10.199379017085372,17772.00617868604,1.0,18.06206158752962,1.0,24639.377418285716,1.0,19.359681350815666,1.0,0.0,0.0
22.0,21.0,11.0,10.003744967186526,30000.0,0.0,25.21659787739801,0.0,36477.147525921915,0.0,26.511274473943665,0.0,121.0,9.994569781376656,11310.238365795509,1.0,16.716715559889572,1.0,17778.18014728828,1.0,18.009552077632254,1.0,0.0,29.0
21.0,22.0,11.0,9.997956838488825,30000.0,0.0,24.869107946062584,0.0,36390.10924596826,0.0,26.153876020902988,0.0,121.0,10.015230632476266,17855.545200842935,1.0,18.160146986190757,1.0,24412.099980760926,1.0,19.47837988925038,1.0,0.0,18.0
21.0,21.0,11.0,9.996012808070256,30000.0,0.0,25.02406680308558,0.0,36557.23186701483,0.0,26.33481673648626,0.0,121.0,9.985572921462115,12933.488561693424,1.0,17.072407003840304,1.0,19426.260344904134,1.0,18.370271766750328,1.0,0.0,6.0
22.0,21.0,11.0,10.18826266051232,30000.0,0.0,24.008966792145777,0.0,36860.84420124086,0.0,25.302201923130937,0.0,122.0,10.202117432499964,14975.85543242859,1.0,17.5468280175438,1.0,22089.119874301603,1.0,18.887643112944733,1.0,0.0,15.0
22.0,22.0,11.0,10.002950999775857,30000.0,0.0,22.92195885409206,0.0,36567.36195319041,0.0,24.233823849952397,0.0,121.0,10.010118233350049,14331.288485556166,1.0,17.406715242799145,1.0,20768.416895294227,1.0,18.69256540528198,1.0,0.0,22.0
22.0,21.0,11.0,9.992177360856601,30000.0,0.0,24.27830139302838,0.0,36479.02555160966,0.0,25.57793266653193,0.0,121.0,10.005829424607866,14394.206025474843,1.0,17.346414639838024,1.0,21014.734190167204,1.0,18.674429999772453,1.0,0.0,15.0
