partType_ID_num,line_ID_num,batch_ID_num,PSec_MVgeneration_*_Section_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Supplier_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Supplier_ID_num,PSec_HUgeneration_*_Section_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Type_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Supplier_ID_num,PSec_C2_*_Section_ID_num,PSec_C2__Section__Sec_C2_Machine1_*_ProcessResult,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_MpGood
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.206211796525809,14928.6159653837,17.5514467413915,21788.7073029163,18.8460437974327,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.185308695434351,13016.0827026173,17.1084941182338,20073.5035719804,18.4403300707282,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.998639648251954,13082.5163551950,17.1441043721066,19589.7956837035,18.4434922718625,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.996018948425556,15876.7573360707,17.6472037983475,22431.7509968729,18.9561194012950,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,0.0,10.199511058062082,20758.0185287980,18.6801852472738,27772.7795112473,20.0072093998698,9,11,1.0,10000,19000,0.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,0.0,10000,25000,0.0,10.208862331151641,12517.0457839862,17.0704215266982,19478.3499350972,18.3873329318343,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.005820415473721,17422.6208946211,18.0185155505442,23837.3011800698,19.3050287834582,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.004374689553575,12658.3174665653,17.0061090657507,19037.2798524731,18.2854588005064,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.203374900644695,17781.4894719992,18.1019614116056,24936.5186838975,19.4516178244523,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.206081052287539,15873.7102739886,17.6504871663299,22667.3130007648,18.9319675369871,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.001409779425591,13936.0906181055,17.3380895495389,20495.3842173663,18.6440437624054,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.00616614984908,12910.2804439638,17.0505749898930,19484.7311681965,18.3595469837008,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.213091787761899,14872.1128520890,17.5680215858074,21955.6338873808,18.9053965364341,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.22175410539443,11067.2700180811,16.7769718725523,17989.6927699695,18.0839313267416,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.01305515902046,14917.4306627760,17.4991719570160,21511.9132836159,18.8165768223303,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.994210981699517,13034.2632191778,17.0524292613861,19612.5027175531,18.3665891763695,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.196356748852274,14013.9922282754,17.3867662827166,21066.0428989148,18.7196738359867,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.223022698666336,16078.8285118973,17.7510228352202,23061.0028461355,19.0707230675373,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.0013745189358,13979.6276490629,17.3075467974697,20489.5490669599,18.6047811749882,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.996893308435553,12959.3030465433,17.0670373554825,19520.6865653551,18.3745266043213,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.21513933265947,17114.2676375479,17.9762909571907,24193.9233160213,19.3112357838657,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.170796611824235,13066.3462160958,17.1397889452950,20043.5028608834,18.4554064824842,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.005292018367092,15506.2639707832,17.6298357663537,22065.5155088659,18.9440998788602,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.997619079869523,15980.4298045735,17.6748346735723,22399.5983576239,18.9610306385270,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.184138041449685,13740.1965167181,17.3219522452858,20669.7239504427,18.6337078992445,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.215903012031653,14113.5362106855,17.3590308444143,21229.8131930112,18.7061380831087,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.011337740236295,13163.2089535305,17.1914185100024,19646.2169965022,18.4825203473721,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.995030111023329,12996.1681128212,17.0774684495499,19577.2642743480,18.3881046989166,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.190157240471253,17681.1268732407,18.0634149778203,24717.7659739611,19.3928390392301,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.20929803294942,13515.0393804441,17.2378433881967,20371.7170137319,18.5332675383553,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.981546703631622,16561.1976706619,17.8142231078953,23055.5878397934,19.1148103671044,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.981610967855675,12818.7996935527,17.0060590987323,19355.1683149163,18.3150530964823,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.179020849502406,14486.0876687839,17.4280697215349,21542.4167939738,18.7554099799068,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.22150976562923,15194.6913104950,17.5740234010560,22039.4592280726,18.8615676545943,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.177634327996412,14623.2212104930,17.4860341516429,21557.4301153929,18.7925197323661,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.195045617149011,13078.2247408139,17.1374540558940,20227.9355881952,18.4845427081906,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.009411000652866,17899.8716448713,18.0855755347261,24393.1156304809,19.3881496684925,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.003936869513526,12071.6153014085,16.9179266494858,18537.0525528005,18.2149226265071,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.181396963945618,17834.1167721136,18.0870831907724,24836.3429503797,19.4117437649195,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.194973870115842,12013.7544090617,16.9247404829592,19068.4018462928,18.2593179568507,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,10.010055546435886,16737.8304520913,17.9099435380597,23296.1918411516,19.2179993900251,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.994129851209063,11091.0461947570,16.6627128843129,17597.6182735505,17.9604394319986,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.183973359259177,15075.5656613235,17.5536366092113,22025.5286047378,18.8633902012052,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.219046947011234,13508.3633541580,17.2525942775237,20572.8660812833,18.5839334368599,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.995917690687627,16671.2763291217,17.8067486302111,23319.7566668780,19.1297379233349,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.99835158838105,13329.5976300432,17.1558191152629,19871.8596245282,18.4576718894017,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.178324278146999,17106.2799221647,17.9106299917430,24079.8947368098,19.2209880140266,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.208188819251786,12054.8253710762,16.9537470352611,19021.6724830516,18.2628333908809,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,121,1.0,9.998958859874286,15291.8525561896,17.5973445965562,21778.2962121452,18.8960639892058,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,9.994640825695788,15098.2436203115,17.4833787049078,21695.5630053809,18.8042976983267,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
111,1,29,-121,11,22,11,21,-111,11,11,122,1.0,10.204949008423593,14708.9921948358,17.4918499471021,21667.2349687657,18.8019388918319,9,11,1.0,10000,19000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0,10000,25000,1.0,10.197849207660417,15254.8887825124,17.5713385470897,22186.8599113742,18.8764811004846,16.5000000000000,19.0000000000000,1.0,10000,25000,1.0,10000,19000,1.0,17.0000000000000,20.0000000000000,1.0,9,11,1.0
