partType_ID_num,line_ID_num,batch_ID_num,PSec_MVgeneration_*_Section_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV1_*_T1_MV_Supplier_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Type_ID_num,PSec_MVgeneration__Section__MVgeneration_machine__MV2_*_T2_MV_Supplier_ID_num,PSec_HUgeneration_*_Section_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Type_ID_num,PSec_HUgeneration__Section__HUgeneration_machine__HU_*_HU_Block_Supplier_ID_num,PSec_C2_*_Section_ID_num,PSec_C2__Section__Sec_C2_Machine1_*_ProcessResult,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Sgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_s0_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1c_T1_*_Smax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_s0_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Fmax_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Sgrad_MpGood,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_LTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_UTL,PSec_C2__Section__Sec_C2_Machine1__Sec_C2_Machine1_Step1d_T2_*_Smax_MpGood
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.189249078416632,14357.3640386458,17.4212173766523,21322.0738243605,18.7334120182211,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.20133313702773,15866.4169768040,17.6625891998685,23093.0487248615,19.0241315682012,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,9.993155585422734,17888.8981741669,18.0903160967167,24456.0345959994,19.4049352486409,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.991640515162546,14725.3723540070,17.4354440342326,21183.4481394442,18.7282312654967,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,0.0,10.18497898324489,14038.9877862410,17.3847352634113,21201.8588404855,18.7434286020744,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.183656149051853,19078.0672994366,18.3439018955373,26200.8047438837,19.6949824672142,9,11,1.0,10000,19000,0.0,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,0.0,10.203129588414408,19078.7035237893,18.3185997925311,26149.1926084222,19.6492911051541,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,10000,19000,0.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.189918154336361,14027.4550394415,17.3469740267624,21022.0273439470,18.6633775300714,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,9.989858582318767,14961.4402484180,17.5374479173238,21465.7811644607,18.8390621052000,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.991574513555975,15337.6432122921,17.5709578697961,21799.6893423250,18.8641082495395,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,0.0,10.190179982309418,14202.8456960460,17.4137067124595,21442.8492606003,18.7825424172159,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.195493932764371,18467.7206165201,18.2056143997868,25638.7483631972,19.5614091493235,9,11,1.0,10000,19000,1.0,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,10.016356679168847,16809.4362659281,17.9009471345000,23234.0778265611,19.1877699072880,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.990756856321214,14287.0375980972,17.3907843539797,20703.2914522660,18.6759271121571,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.196591328653913,14869.6064271045,17.5370808637051,21811.8509075901,18.8475615895074,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.209215609283243,15102.5510095547,17.6255699037645,21959.2422297470,18.9199008239876,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,9.994526091516155,14667.9099024650,17.4413208001274,21110.0482995472,18.7287267198103,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.988392777654637,16360.0713851818,17.8005955602452,22860.9464728415,19.0997395020709,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.201160725818305,13332.1509876808,17.2421420088329,20346.8851988102,18.5639082292895,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.198085370656454,14734.8398345742,17.5066049507378,21774.6853677795,18.8331028254911,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,9.999888120053361,15059.2393881672,17.5229127045709,21557.2984501225,18.8171845507510,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.005316443290535,12216.4057508219,16.9724944022613,18732.8101708613,18.2704202442346,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,0.0,10.198234765339087,18214.2581443695,18.1709473039423,25292.0132377418,19.5019252113466,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.213160946403983,14762.7252690890,17.5333785422423,21750.6492209110,18.8474636265377,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,9.978475681644195,15868.3256577981,17.6820388778826,22395.3264300527,18.9841116401379,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.988106891636448,15559.1084345239,17.6262117396514,22051.5233872573,18.9213849694675,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.214778409449043,13738.3554452183,17.3180093518209,20807.1738002037,18.6563939397700,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.17601917532399,16596.3682348336,17.8366436918021,23546.4319657572,19.1525437072795,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,0.0,10.000017605146217,14540.9857902220,17.4356532772792,21049.6265434277,18.7378770306409,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.982294861385569,19855.3047063873,18.5251040570476,26355.6452681249,19.8256671400946,9,11,1.0,10000,19000,0.0,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,0.0,10.174552568216523,18312.7110147173,18.1898570362864,25331.0398516952,19.5162624458390,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.205268931853487,14326.7286450675,17.4148415735617,21374.0623130423,18.7467286534137,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,10.003161887426204,16039.2266316026,17.7232261030032,22552.7048740629,19.0227918400117,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.994524349647378,16499.5218321901,17.8479421303167,22991.0559120021,19.1431295795896,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.187345323546868,16404.0111800836,17.7967733149521,23427.5444952619,19.1191696626056,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.199731802853576,15437.5448548908,17.6610814050544,22493.5726292666,18.9895958349086,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,9.999112710747216,16949.2575813649,17.9054591965443,23401.8217900101,19.1948516493076,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.998007292574885,14729.4223189267,17.4845993081314,21255.8840906484,18.7887584423299,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.23942483046722,17060.8996061450,17.9627810962675,24247.7095717186,19.3166969526737,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.201642637762681,14775.9699615775,17.5333401739337,21630.6011284705,18.8246772026194,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,1.0,10.002735856525025,14386.2141774547,17.3827809347791,20914.5103627607,18.6787839570256,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.983199888603297,15189.0723058294,17.5298141406184,21646.7191305472,18.8117917905100,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.219319224220657,17241.8716929639,18.0018231546815,24137.1297085837,19.3110373496026,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.19908649377582,13967.4320066617,17.3563777799490,20965.5408246575,18.6851204290809,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,0.0,9.995614516456204,19702.7420412436,18.4696059294075,26302.8275502213,19.7876981193164,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,10000,19000,0.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.004864534710455,17924.9746270277,18.0992136739474,24432.4627106715,19.3988133847858,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,0.0,10.193934458246279,17975.7167510067,18.0803196961422,25054.4844765455,19.4081806810685,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.191316636775845,17071.9656857727,17.9167170027967,23965.6138534552,19.2098525880553,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,121,0.0,10.003775134658103,16583.5644448676,17.8679785272581,23168.6116139064,19.1795445362010,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,9.986699680077978,18908.4162769257,18.2879234520032,25386.4423859297,19.5781737162021,9,11,1.0,10000,19000,1.0,10000,25000,0.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
111,1,28,-121,11,22,11,22,-111,11,11,122,1.0,10.191866203837805,17202.2903611733,17.9843021583175,24341.2780728520,19.3307172354444,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,10000,19000,1.0,9,11,1.0,17.0000000000000,20.0000000000000,1.0,10.201444916072806,12530.4439265588,17.0970994951062,19383.9588620663,18.3896743268833,9,11,1.0,10000,19000,1.0,10000,25000,1.0,16.5000000000000,19.0000000000000,1.0,17.0000000000000,20.0000000000000,1.0
