MV1_AleakMV,MV2_AleakMV,HU_Ch1_AleakChamber,HU_Ch1_T2_AleakMV,HU_Ch1_T1_AleakMV,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_min,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,PF_M1_T1_deltaD_mean,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,PF_M1_T1_delta_smax,PF_M1_T1_AleakBore,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_min,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,PF_M1_T2_deltaD_mean,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,PF_M1_T2_delta_smax,PF_M1_T2_AleakBore,Sec_C2_Machine1_ProcessResult,MV1_AleakMV_raw,MV2_AleakMV_raw,HU_Ch1_T2_AleakPF,HU_Ch1_T1_AleakPF,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,MV1_LmvPF,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_Fmax_LTL,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax_UTL,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,MV1_DmvMax,HU_T1_DboreMin,MV1_DmvMin,HU_T1_DboreMax,PF_M1_KstiffMachine_REF,PF_M1_KstiffMachine,PF_M1_LeakTolMachine_REF,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF_REF,HU_Ehu,MV1_Emv,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,MV2_LmvPF,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_UTL,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,MV2_DmvMax,HU_T2_DboreMin,HU_T2_DboreMax,MV2_DmvMin,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF_REF,MV2_Emv,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF_deltaD_Ref,MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,HU_Ch1_HU_Block_Type_ID_num,HU_Ch1_Vchamber,HU_Ch1_Vchamber_part_REF,HU_T1_BorePosition_ID_num,HU_T2_BorePosition_ID_num,PSec_HUgeneration_pSection_ID_num,PSec_C2_pSection_ID_num,product_type_ID_num,line_ID_num,batch_ID_num,HU_Block_Type_ID_num,T1_MV_Type_ID_num,T2_MV_Type_ID_num,partID
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15661.9410318899,1.0,1.0,1.0,1.0,17.6404812562038,1.0,1.0,1.0,22654.5528000862,1.0,1.0,18.9580706243299,1.0,1.0,1.0,0.05653629506808322,0.03993566996692355,0.05683434923158572,0.016898679264662174,0.0002980541635025022,0.016898679264662174,0.0002980541635025022,0.000298054163502502,0.0149027081751251,0.0565362950680832,9.28074245939675e-6,107750.000000000,3481.02045347770,0.000475698012904473,2102.17401139494,7.45035422709703,1.317589368126096,0.0149027081751251,1.0,1.0,1.0,18479.9506880620,1.0,1.0,1.0,1.0,18.1693005403612,1.0,1.0,25515.2819836626,1.0,0.0,0.0,1.0,19.4949393751222,1.0,1.0,0.06822736005141827,0.035949800860779924,0.05683434923158572,0.0208845483708058,-0.011393010819832551,0.0208845483708058,0.0,0,0,0.0682273600514183,9.50655127836018e-6,105190.617577197,4101.07322255456,0.000432264540377772,2313.39817771326,7.98822739037901,1.3256388347610422,0,0.0,-0.2912362742498107,-0.13594431846440835,0.0,0.0,10.190127029106735,9,11,4.499238439188964,10000,19000,16.5000000000000,19.0000000000000,10000,6992.611768196317,25000,17.0000000000000,20.0000000000000,4.609496063801991,4.552959768733908,4.600368255664709,4.560432585697786,4499.685023516337,5307.125222284816,0.04818741961934792,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.181073149982176,9,11,4.506125515250083,10000,19000,16.5000000000000,19.0000000000000,7035.33129560058,10000,25000,17.0000000000000,20.0000000000000,4.618757311916716,4.550529951865298,4.557709728272131,4.5936595291329105,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,20756.010234349153,11,106.7470437970114,500000,1,1,-111,122,111,1,26,11,11,11,25
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16219.5528281318,1.0,1.0,1.0,1.0,17.7474007883296,1.0,1.0,1.0,22670.5396326696,1.0,1.0,19.0428054622149,1.0,1.0,1.0,0.05879975244164104,0.03751331771239386,0.054712121331054235,0.01719880361866038,-0.004087631110586805,0.01719880361866038,0.0,0,0,0.0587997524416410,9.28074245939675e-6,107750.000000000,3620.38475747818,0.000477020947952486,2096.34399556727,7.73706646544084,1.2954046738853138,0,1.0,1.0,1.0,13955.0825879126,1.0,1.0,1.0,1.0,17.3259415212874,1.0,1.0,20458.8411632436,1.0,1.0,1.0,1.0,18.6319431473300,1.0,1.0,0.05142052637516059,0.034376433130564266,0.054712121331054235,0.02033568820048997,0.003291594955893644,0.02033568820048997,0.003291594955893644,0.00329159495589364,0.164579747794682,0.0514205263751606,9.50655127836018e-6,105190.617577197,3090.83252888440,0.000524344637656023,1907.14260847655,7.31727272301892,1.3060016260425487,0.164579747794682,1.0,-0.21935189074955788,-0.10880975071448548,0.0,0.0,10.010334322888776,9,11,4.480063284607813,10000,19000,16.5000000000000,19.0000000000000,10000,6450.986804537847,25000,17.0000000000000,20.0000000000000,4.609358782345967,4.550559029904326,4.595808156253317,4.558294838540923,4500.307438922896,4979.900825268269,0.049443026129367025,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.00866879826849,9,11,4.514991497436307,10000,19000,16.5000000000000,19.0000000000000,6503.758575330989,10000,25000,17.0000000000000,20.0000000000000,4.611635817819441,4.560215291444281,4.559232418379076,4.59360885150964,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,21009.148082456813,11,92.92082985066479,500000,1,1,-111,121,111,1,26,11,11,11,26
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15924.4332764137,1.0,1.0,1.0,1.0,17.6735092647594,1.0,1.0,1.0,22904.3018859038,1.0,1.0,18.9851126333638,1.0,1.0,1.0,0.057732851607538826,0.03696566711819127,0.05874595052479445,0.02178028340660318,0.0010130989172556226,0.02178028340660318,0.0010130989172556226,0.00101309891725562,0.0506549458627811,0.0577328516075388,9.28074245939675e-6,107750.000000000,3554.69414897846,0.000469230484416350,2131.14883455163,7.47222954034742,1.311603368604478,0.0506549458627811,1.0,1.0,1.0,14920.5162084721,1.0,1.0,1.0,1.0,17.6239564513848,1.0,1.0,22018.2145192226,1.0,1.0,1.0,1.0,18.9577014736136,1.0,1.0,0.05400488598682607,0.026375830536688127,0.05874595052479445,0.03237011998810632,0.004741064537968381,0.03237011998810632,0.004741064537968381,0.00474106453796838,0.237053226898419,0.0540048859868261,9.50655127836018e-6,105190.617577197,3246.17560522306,0.000495967136435227,2016.26262414788,7.40008569805128,1.3337450222288314,0.237053226898419,1.0,-0.1776674915454819,-0.09150327046454221,0.0,0.0,10.20127972441194,9,11,4.4798321906232035,10000,19000,16.5000000000000,19.0000000000000,10000,6979.868609490087,25000,17.0000000000000,20.0000000000000,4.609587429244824,4.551854577637285,4.596106696678967,4.5591410295607755,4501.379817536887,5321.630590897719,0.04969112972753742,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.223870753333536,9,11,4.596336742986156,10000,19000,16.5000000000000,19.0000000000000,7097.6983107505075,10000,25000,17.0000000000000,20.0000000000000,4.614483194082547,4.560478308095721,4.559996045132829,4.586371875669517,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,21003.82102568366,11,108.17853436203221,500000,1,1,-111,122,111,1,26,11,11,11,27
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,12646.2809491039,1.0,1.0,1.0,1.0,17.0315825547144,1.0,1.0,1.0,19053.5749203124,1.0,1.0,18.3118653500508,1.0,1.0,1.0,0.04577849095356079,0.027978901800024936,0.05520640797498516,0.027227506174960225,0.00942791702142437,0.027227506174960225,0.00942791702142437,0.00942791702142437,0.471395851071219,0.0457784909535608,9.28074245939675e-6,107750.000000000,2818.64708585496,0.000554596596606681,1803.11239938819,7.01358437410492,1.2802827953364218,0.471395851071219,1.0,1.0,1.0,17491.0350631275,1.0,1.0,1.0,1.0,18.0354262311021,1.0,1.0,23932.6920901067,1.0,1.0,1.0,1.0,19.3225753305750,1.0,1.0,0.06403450753616546,0.02704352929065923,0.05520640797498516,0.02816287868432593,-0.008828099561180303,0.02816287868432593,0.0,0,0,0.0640345075361655,9.50655127836018e-6,105190.617577197,3849.04536798910,0.000459621139313903,2175.70497626098,8.03924946349409,1.2871490994729329,0,1.0,-0.0928909854336337,-0.13414889228774943,0.0,0.0,10.017998180609501,9,11,4.486649290919642,10000,19000,16.5000000000000,19.0000000000000,10000,6407.293971208569,25000,17.0000000000000,20.0000000000000,4.609960407593996,4.564181916640435,4.589892936334719,4.561914034534694,4498.403475719152,5004.592731034018,0.04962255889008818,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,9.996176767608,9,11,4.5442527668271,10000,19000,16.5000000000000,19.0000000000000,6441.657026979221,10000,25000,17.0000000000000,20.0000000000000,4.618563462567091,4.554528955030926,4.5631777581126505,4.59022128740331,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,20910.91961684172,11,100.876548690035,500000,1,1,-111,121,111,1,26,11,11,11,28
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14123.0000072310,1.0,1.0,1.0,1.0,17.3065411739768,1.0,1.0,1.0,21000.5529167189,1.0,1.0,18.6008530307345,1.0,1.0,1.0,0.051490311144758216,0.033657544623230784,0.05614223806305763,0.02248469343982685,0.004651926918299416,0.02248469343982685,0.004651926918299416,0.00465192691829942,0.232596345914971,0.0514903111447582,9.28074245939675e-6,107750.000000000,3170.33201477011,0.000503618037215893,1985.63182035380,7.11259754324174,1.2943118567577419,0.232596345914971,1.0,1.0,1.0,13500.1908088134,1.0,1.0,1.0,1.0,17.2736098936543,1.0,1.0,20384.6948907887,1.0,1.0,1.0,1.0,18.5692299170066,1.0,1.0,0.04949313335402117,0.02292565575909311,0.05614223806305763,0.03321658230396452,0.006649104709036464,0.03321658230396452,0.006649104709036464,0.00664910470903646,0.332455235451823,0.0494931333540212,9.50655127836018e-6,105190.617577197,2974.97900762289,0.000524330486069159,1907.19408191745,7.07856160881152,1.2956200233523625,0.332455235451823,1.0,-0.21731243227815464,-0.13104885314096504,0.0,0.0,10.193943630735038,9,11,4.454738475791819,10000,19000,16.5000000000000,19.0000000000000,10000,6877.55290948783,25000,17.0000000000000,20.0000000000000,4.6057383275176225,4.554248016372864,4.593184048128717,4.559526503505486,4499.413778944693,5313.67527352808,0.04753906599828655,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.195048284842741,9,11,4.537911284154066,10000,19000,16.5000000000000,19.0000000000000,6884.504081975321,10000,25000,17.0000000000000,20.0000000000000,4.610000110812676,4.560506977458655,4.564088531719063,4.5870141874781565,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,21032.05693412602,11,97.75508212423783,500000,1,1,-111,122,111,1,26,11,11,11,29
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15546.6295719073,1.0,1.0,1.0,1.0,17.5757785464529,1.0,1.0,1.0,21984.6652465536,1.0,1.0,18.8588198495710,1.0,1.0,1.0,0.05665284398303694,0.03357826082205495,0.05437053611514997,0.02079227529309502,-0.002282307867886968,0.02079227529309502,0.0,0,0,0.0566528439830369,9.28074245939675e-6,107750.000000000,3488.19653666985,0.000485971897810139,2057.73215386763,7.55522507761104,1.2830413031181067,0,1.0,1.0,1.0,17035.3145234483,1.0,1.0,1.0,1.0,17.8850056446421,1.0,1.0,23552.8847813519,1.0,1.0,1.0,1.0,19.1838974587705,1.0,1.0,0.06313426259705146,0.023018781946229083,0.05437053611514997,0.03135175416892089,-0.00876372648190149,0.03135175416892089,0.0,0,0,0.0631342625970515,9.50655127836018e-6,105190.617577197,3794.93261306559,0.000462800093990414,2160.76014889641,7.88394516260813,1.298891814128371,0,1.0,-0.19171415383743048,-0.2102418634562203,0.0,0.0,10.020553468841902,9,11,4.456924777165673,10000,19000,16.5000000000000,19.0000000000000,10000,6438.035674646259,25000,17.0000000000000,20.0000000000000,4.607487107109343,4.550834263126306,4.594982644157959,4.561404383335904,4499.890044157733,5017.793004013391,0.048758773820361624,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.001060482034022,9,11,4.488963641883204,10000,19000,16.5000000000000,19.0000000000000,6517.570257903601,10000,25000,17.0000000000000,20.0000000000000,4.620479309804487,4.557345047207436,4.565845067113239,4.588863849059468,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,20847.86564966626,11,89.24760355067664,500000,1,1,-111,121,111,1,26,11,11,11,30
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13004.6301444168,1.0,1.0,1.0,1.0,17.1336253907646,1.0,1.0,1.0,19956.3042349183,1.0,1.0,18.4424720747473,1.0,1.0,1.0,0.04700146066191824,0.03254857579046089,0.056045312843482936,0.02349673705302205,0.009043852181564699,0.02349673705302205,0.009043852181564699,0.00904385218156470,0.452192609078235,0.0470014606619182,9.28074245939675e-6,107750.000000000,2893.94707789811,0.000533826732911829,1873.26699535141,6.94221922272071,1.3088466839827084,0.452192609078235,1.0,1.0,1.0,15642.7551553770,1.0,1.0,1.0,1.0,17.6840116652435,1.0,1.0,22637.5137584797,1.0,1.0,1.0,1.0,19.0009702113065,1.0,1.0,0.057175630963098634,0.03609263671649021,0.056045312843482936,0.019952676126992724,-0.0011303181196156975,0.019952676126992724,0.0,0,0,0.0571756309630986,9.50655127836018e-6,105190.617577197,3436.76567507101,0.000479249160899949,2086.59728923087,7.49677728237778,1.316958546062969,0,1.0,-0.1362634890776781,-0.10570353419136053,0.0,0.0,10.191406168043853,9,11,4.493734610330933,10000,19000,16.5000000000000,19.0000000000000,10000,6951.674090501464,25000,17.0000000000000,20.0000000000000,4.604624976575141,4.557623515913223,4.592114961251682,4.559566385461221,4499.669228155164,5311.297477064399,0.047480934870086526,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.187234382865727,9,11,4.551592000829039,10000,19000,16.5000000000000,19.0000000000000,6994.758603102646,10000,25000,17.0000000000000,20.0000000000000,4.615003539057839,4.55782790809474,4.559258015339489,4.595350652055979,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,20963.175919072502,11,95.06921776264745,500000,1,1,-111,122,111,1,26,11,11,11,31
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14448.5731845427,1.0,1.0,1.0,1.0,17.3620459131204,1.0,1.0,1.0,20958.4249153755,1.0,1.0,18.6610805106029,1.0,1.0,1.0,0.05237349224577148,0.03229122008771146,0.0516702024481251,0.01937898236041364,-0.0007032897976463823,0.01937898236041364,0.0,0,0,0.0523734922457715,9.28074245939675e-6,107750.000000000,3224.71073684679,0.000509654363837561,1962.11407368372,7.36377837472857,1.2990345974825082,0,1.0,1.0,1.0,15851.1772136474,1.0,1.0,1.0,1.0,17.6580463467868,1.0,1.0,22389.7804077686,1.0,1.0,1.0,1.0,18.9628182708758,1.0,1.0,0.058764746221761754,0.027561628287487316,0.0516702024481251,0.02410857416063778,-0.0070945437736366565,0.02410857416063778,0.0,0,0,0.0587647462217618,9.50655127836018e-6,105190.617577197,3532.28568390536,0.000482651839066596,2071.88685312773,7.65059983353741,1.3047719240890394,0,1.0,-0.17112692546834046,-0.10585106686690261,0.0,0.0,9.998267538391822,9,11,4.480579612753407,10000,19000,16.5000000000000,19.0000000000000,10000,6509.8517308328,25000,17.0000000000000,20.0000000000000,4.608663332548776,4.5562898403030045,4.596844282280981,4.564553062193269,4501.1354764379585,5011.299732469563,0.04641003207353051,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.007446513249342,9,11,4.487512798263246,10000,19000,16.5000000000000,19.0000000000000,6538.6031941212,10000,25000,17.0000000000000,20.0000000000000,4.61625092542866,4.557486179206898,4.559964587804713,4.587526216092201,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,21247.353634029314,11,113.26202660019992,500000,1,1,-111,121,111,1,26,11,11,11,32
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,14448.4781956213,1.0,1.0,1.0,1.0,17.3969900179484,1.0,1.0,1.0,21372.4680534638,1.0,1.0,18.7031664768983,1.0,1.0,1.0,0.052505063673402574,0.045231536808017836,0.056783696292103204,0.011552159484085368,0.00427863261870063,0.011552159484085368,0.00427863261870063,0.00427863261870063,0.213931630935031,0.0525050636734026,9.28074245939675e-6,107750.000000000,3232.81177760522,0.000497973303631410,2008.13977919624,7.19495641951992,1.3061764589499134,0.213931630935031,1.0,1.0,1.0,16319.0636637797,1.0,1.0,1.0,1.0,17.7846394896748,1.0,1.0,23356.8104287167,1.0,1.0,1.0,1.0,19.1122756268074,1.0,1.0,0.060180855293402225,0.02566961378886301,0.056783696292103204,0.031114082503240194,-0.00339715900129902,0.031114082503240194,0.0,0,0,0.0601808552934022,9.50655127836018e-6,105190.617577197,3617.40647693538,0.000465086204848854,2150.13902707560,7.58977138607414,1.3276361371326406,0,1.0,-0.2269883772491964,-0.11561948641238735,0.0,0.0,10.202033598428502,9,11,4.4693224318566225,10000,19000,16.5000000000000,19.0000000000000,10000,6923.989857842545,25000,17.0000000000000,20.0000000000000,4.609827138108989,4.557322074435587,4.599006796280968,4.553775259472951,4500.504200498083,5300.96053285864,0.048209237193585566,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.194868103600625,9,11,4.511260696808673,10000,19000,16.5000000000000,19.0000000000000,7037.74676493703,10000,25000,17.0000000000000,20.0000000000000,4.617595477145648,4.557414621852246,4.565917698004688,4.591587311793551,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,21042.23916578607,11,80.64812061548619,500000,1,1,-111,122,111,1,26,11,11,11,33
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,16846.9972900404,1.0,1.0,1.0,1.0,17.8516068195503,1.0,1.0,1.0,23852.6974547084,1.0,1.0,19.1761162395976,1.0,1.0,1.0,0.0612306630270103,0.03191177940568046,0.05605721833968983,0.024145438934009368,-0.005173444687320471,0.024145438934009368,0.0,0,0,0.0612306630270103,9.28074245939675e-6,107750.000000000,3770.05939494878,0.000454309487274587,2201.14267478547,7.65375070095461,1.324509420047305,0,1.0,1.0,1.0,16179.9413752063,1.0,1.0,1.0,1.0,17.7665453114041,1.0,1.0,23223.8080495348,1.0,1.0,1.0,1.0,19.0982705557641,1.0,1.0,0.05962310449829733,0.03145374844461024,0.05605721833968983,0.02460346989507959,-0.0035658861586074994,0.02460346989507959,0.0,0,0,0.0596231044982973,9.50655127836018e-6,105190.617577197,3583.88067659752,0.000468088823659462,2136.34667066417,7.57364972519939,1.3317252443600054,0,1.0,-0.18379637251876008,-0.2357233849366745,0.0,0.0,10.197856118595658,9,11,4.468629144838527,10000,19000,16.5000000000000,19.0000000000000,10000,7005.700164667962,25000,17.0000000000000,20.0000000000000,4.6128625796899945,4.551631916662984,4.59202468913763,4.5601129097319495,4499.3125206495115,5289.279229450669,0.04768493653051943,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.19289558620471,9,11,4.5146428788380675,10000,19000,16.5000000000000,19.0000000000000,7043.866674328493,10000,25000,17.0000000000000,20.0000000000000,4.617434750028464,4.557811645530166,4.56091503729388,4.59236878573849,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,21315.76841290424,11,97.97868182916572,500000,1,1,-111,122,111,1,26,11,11,11,34
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,15580.8920407121,1.0,1.0,1.0,1.0,17.5594685598279,1.0,1.0,1.0,22088.6039340068,1.0,1.0,18.8595434962472,1.0,1.0,1.0,0.05673453753158775,0.03126978035485273,0.0514474290050548,0.020177648650202072,-0.005287108526532948,0.020177648650202072,0.0,0,0,0.0567345375315877,9.28074245939675e-6,107750.000000000,3493.22652515919,0.000486042801787759,2057.43197167370,7.57298042182028,1.300074936419277,0,1.0,1.0,1.0,16624.9000865913,1.0,1.0,1.0,1.0,17.8607796624317,1.0,1.0,23062.0926691807,1.0,1.0,1.0,1.0,19.1467666383075,1.0,1.0,0.06095444329138111,0.02559889483481914,0.0514474290050548,0.02584853417023566,-0.009507014286326311,0.02584853417023566,0.0,0,0,0.0609544432913811,9.50655127836018e-6,105190.617577197,3663.90601936835,0.000472707272035704,2115.47411930754,7.85871116779870,1.2859869758757325,0,1.0,-0.21266439093162715,-0.043320314520856024,0.0,0.0,9.986488138007624,9,11,4.46031539280208,10000,19000,16.5000000000000,19.0000000000000,10000,6507.711893294739,25000,17.0000000000000,20.0000000000000,4.6117954321191394,4.555060894587552,4.5930209047347885,4.561751124379936,4500.806565022968,5005.643683293028,0.04625877127298288,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.002068494633026,9,11,4.537479945912296,10000,19000,16.5000000000000,19.0000000000000,6437.192582589464,10000,25000,17.0000000000000,20.0000000000000,4.617260672809173,4.556306229517792,4.556115316829171,4.58171421166399,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,20961.196979719763,11,122.5469914410034,500000,1,1,-111,121,111,1,26,11,11,11,35
0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,13377.6718184527,1.0,1.0,1.0,1.0,17.1868973657823,1.0,1.0,1.0,20219.6121130606,1.0,1.0,18.4743590537484,1.0,1.0,1.0,0.04846875249461924,0.04340233138388161,0.05629469611950223,0.012892364735620623,0.007825943624882994,0.012892364735620623,0.007825943624882994,0.00782594362488299,0.391297181244150,0.0484687524946192,9.28074245939675e-6,107750.000000000,2984.29033216870,0.000523260055051569,1911.09562128041,7.00000129218540,1.2874616879660463,0.391297181244150,1.0,1.0,1.0,15186.6672091519,1.0,1.0,1.0,1.0,17.5921333286337,1.0,1.0,22165.4084283731,1.0,1.0,1.0,1.0,18.9053371221625,1.0,1.0,0.05577357146685813,0.02632327597692541,0.05629469611950223,0.029971420142576824,0.0005211246526441032,0.029971420142576824,0.0005211246526441032,0.000521124652644103,0.0260562326322052,0.0557735714668581,9.50655127836018e-6,105190.617577197,3352.48938690557,0.000486457820781732,2055.67668414296,7.38767303550140,1.313203793528839,0.0260562326322052,1.0,-0.08274743340440914,-0.21339003020245864,0.0,0.0,10.186896073596934,9,11,4.482697837489261,10000,19000,16.5000000000000,19.0000000000000,10000,6841.940294607819,25000,17.0000000000000,20.0000000000000,4.606523575133386,4.558054822638767,4.599168998495761,4.55576666711188,4499.15727717627,5314.286520958019,0.04765996163617202,1.00000000000000,0.0100000000000000,0.500000000000000,215500,215500,3000.00000000000,105000.000000000,0.0500000000000000,10.20446029313231,9,11,4.529967274011123,10000,19000,16.5000000000000,19.0000000000000,6978.741219221246,10000,25000,17.0000000000000,20.0000000000000,4.613948545044084,4.558174973577226,4.562143689064738,4.588466965041664,1.00000000000000,0.0100000000000000,0.500000000000000,205500,105000.000000000,3000.00000000000,0.0500000000000000,11,21,11,22,-121,11,12,21136.211266331426,11,96.96069792052087,500000,1,1,-111,122,111,1,26,11,11,11,36
