MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,PSec_HUgeneration_pSection_ID_num,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,PF_M1_T1_Force,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,product_type_ID_num,line_ID_num,batch_ID_num
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,10.207225129637681,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.773051778707785,16.5,19.0,1.0,10000.0,23032.29428814868,25000.0,1.0,19.09404291497053,17.0,20.0,1.0,122.0,10.222269469143011,9.0,11.0,1.0,14583.900169905655,10000.0,19000.0,1.0,16.5,17.459583110510486,19.0,1.0,21580.23396900028,10000.0,25000.0,1.0,18.773819198513074,17.0,20.0,1.0,1.0,111.0,1.0,26.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.192122382033768,9.0,11.0,16000.0,10000.0,19000.0,1.0,19.469284780065543,16.5,19.0,0.0,10000.0,23025.402769726403,25000.0,1.0,20.790214585733313,17.0,20.0,0.0,122.0,10.17264046301155,9.0,11.0,1.0,13006.6199368086,10000.0,19000.0,1.0,16.5,17.12368205154322,19.0,1.0,20017.009839378832,10000.0,25000.0,1.0,18.441789108915252,17.0,20.0,1.0,0.0,211.0,1.0,13.0
11.0,22.0,11.0,22.0,-121.0,21.0,12.0,-111.0,9.988526091455345,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.648902682535038,16.5,19.0,1.0,10000.0,22593.020944959695,25000.0,1.0,18.96681677984852,17.0,20.0,1.0,121.0,9.992378058388125,9.0,11.0,1.0,14357.286223088038,10000.0,19000.0,1.0,16.5,17.388812938905467,19.0,1.0,20855.971679844,10000.0,25000.0,1.0,18.687869812676272,17.0,20.0,1.0,1.0,211.0,1.0,23.0
81.0,21.0,81.0,21.0,-721.0,912.0,12.0,-711.0,15.188345123622133,12.0,17.0,16000.0,12500.0,23000.0,1.0,21.918757449663982,20.0,24.0,1.0,12500.0,19895.371487953333,26000.0,1.0,22.39265141896031,20.0,25.0,1.0,722.0,15.184810430826001,12.0,17.0,1.0,15484.943845109174,12500.0,23000.0,1.0,20.0,21.52729525014555,24.0,1.0,19450.727092924444,12500.0,26000.0,1.0,22.00975520819784,20.0,25.0,1.0,1.0,912.0,7.0,6.0
81.0,21.0,81.0,21.0,-721.0,912.0,12.0,-711.0,15.364015058405085,12.0,17.0,16000.0,12500.0,23000.0,1.0,22.254537453019154,20.0,24.0,1.0,12500.0,19958.00201326451,26000.0,1.0,22.738581530623385,20.0,25.0,1.0,722.0,15.205689755894955,12.0,17.0,1.0,15712.04838118477,12500.0,23000.0,1.0,20.0,21.66941196618277,24.0,1.0,19609.84445694645,12500.0,26000.0,1.0,22.14609315529246,20.0,25.0,1.0,1.0,912.0,7.0,6.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.207276816324955,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.154508860915683,16.5,19.0,1.0,10000.0,22920.74000095591,25000.0,1.0,19.46418950720298,17.0,20.0,1.0,122.0,10.186425444404806,9.0,11.0,1.0,15672.545669606854,10000.0,19000.0,1.0,16.5,17.713802895714508,19.0,1.0,22716.032865624427,10000.0,25000.0,1.0,19.046712217798916,17.0,20.0,1.0,1.0,211.0,1.0,47.0
11.0,21.0,11.0,21.0,-121.0,11.0,11.0,-111.0,10.008801998945614,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.73611780189325,16.5,19.0,1.0,10000.0,22584.40436668357,25000.0,1.0,19.05301366292707,17.0,20.0,1.0,121.0,9.98508847855573,9.0,11.0,1.0,13606.655936083494,10000.0,19000.0,1.0,16.5,17.175409708150326,19.0,1.0,20146.91386091186,10000.0,25000.0,1.0,18.483476180325123,17.0,20.0,1.0,1.0,111.0,1.0,56.0
91.0,24.0,91.0,21.0,-721.0,911.0,12.0,-711.0,14.76619814588619,12.0,17.0,16000.0,18000.0,36000.0,0.0,19.866377836160623,20.0,25.0,0.0,18000.0,20490.3620549248,36000.0,1.0,20.428326752340578,20.0,26.0,1.0,721.0,15.512870190815743,12.0,17.0,1.0,23634.589206077897,18000.0,36000.0,1.0,20.0,23.41992471806118,25.0,1.0,28100.509696370864,18000.0,36000.0,1.0,23.978814880718232,20.0,26.0,1.0,0.0,91121.0,7.0,14.0
91.0,24.0,91.0,24.0,-721.0,911.0,12.0,-711.0,15.088912017642974,12.0,17.0,16000.0,18000.0,36000.0,0.0,19.8539664908336,20.0,25.0,0.0,18000.0,19938.93161855739,36000.0,1.0,20.334064964651432,20.0,26.0,1.0,722.0,14.967808654078281,12.0,17.0,1.0,28527.937130022932,18000.0,36000.0,1.0,20.0,23.458190498545527,25.0,1.0,32565.515022226366,18000.0,36000.0,1.0,23.95031251834272,20.0,26.0,1.0,0.0,91121.0,7.0,8.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.224511432401584,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.496585431277033,16.5,19.0,1.0,10000.0,23135.82706401605,25000.0,1.0,18.8433229594662,17.0,20.0,1.0,122.0,10.237691250648599,9.0,11.0,1.0,15625.099183718448,10000.0,19000.0,1.0,16.5,17.701028257663847,19.0,1.0,22707.56459125086,10000.0,25000.0,1.0,19.037694893620316,17.0,20.0,1.0,1.0,111.0,1.0,40.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.014384768200541,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.61332513288349,16.5,19.0,1.0,10000.0,22497.828746139377,25000.0,1.0,18.917363880664308,17.0,20.0,1.0,121.0,10.016457528751934,9.0,11.0,1.0,15307.042251244324,10000.0,19000.0,1.0,16.5,17.59052935852879,19.0,1.0,21805.034354538653,10000.0,25000.0,1.0,18.894600890192983,17.0,20.0,1.0,1.0,211.0,1.0,8.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.98886599948448,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.041587190096106,16.5,19.0,1.0,10000.0,22479.185869236346,25000.0,1.0,19.33878021360854,17.0,20.0,1.0,121.0,10.018703058775904,9.0,11.0,1.0,16858.498022781478,10000.0,19000.0,1.0,16.5,17.88982640259231,19.0,1.0,23277.812996196106,10000.0,25000.0,1.0,19.17503271821601,17.0,20.0,1.0,1.0,111.0,1.0,50.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.003525156988317,9.0,11.0,16000.0,10000.0,19000.0,1.0,19.251665839335487,16.5,19.0,0.0,10000.0,22510.511168548925,25000.0,1.0,20.562476548340527,17.0,20.0,0.0,121.0,10.006945543062926,9.0,11.0,1.0,13604.373529962668,10000.0,19000.0,1.0,16.5,17.276537466544465,19.0,1.0,20144.316699433024,10000.0,25000.0,1.0,18.593273944048548,17.0,20.0,1.0,0.0,111.0,1.0,44.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.201161437379904,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.940422025242643,16.5,19.0,1.0,10000.0,22961.639503179977,25000.0,1.0,20.253706383801163,17.0,20.0,0.0,122.0,10.212606053821442,9.0,11.0,1.0,15859.397059501527,10000.0,19000.0,1.0,16.5,17.765687856417138,19.0,1.0,22900.783735523164,10000.0,25000.0,1.0,19.094016187689896,17.0,20.0,1.0,1.0,111.0,1.0,42.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,10.227224372070793,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.351314016570008,16.5,19.0,1.0,10000.0,22952.98668925587,25000.0,1.0,19.663372567327265,17.0,20.0,1.0,122.0,10.202466955100938,9.0,11.0,1.0,13481.860988658553,10000.0,19000.0,1.0,16.5,17.218275211512776,19.0,1.0,20473.086896764657,10000.0,25000.0,1.0,18.537549667651277,17.0,20.0,1.0,1.0,111.0,1.0,54.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.997080747661089,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.796110686173332,16.5,19.0,1.0,10000.0,22531.803236024236,25000.0,1.0,19.098943066384276,17.0,20.0,1.0,121.0,10.002112387389863,9.0,11.0,1.0,12755.89866147818,10000.0,19000.0,1.0,16.5,17.047108658637526,19.0,1.0,19312.170054771457,10000.0,25000.0,1.0,18.35482145340205,17.0,20.0,1.0,1.0,211.0,1.0,31.0
92.0,24.0,92.0,24.0,-721.0,921.0,13.0,-711.0,15.402544301468456,12.0,17.0,16000.0,15000.0,28000.0,1.0,20.589414515545997,19.5,25.0,1.0,15000.0,19980.524648944887,28000.0,1.0,21.0733157171877,20.0,26.0,1.0,722.0,15.062908565748808,12.0,17.0,1.0,23596.37546729403,15000.0,28000.0,1.0,19.5,21.936271645260454,25.0,1.0,27581.788122746784,15000.0,28000.0,1.0,22.420767068124583,20.0,26.0,1.0,1.0,92122.0,7.0,25.0
91.0,24.0,91.0,21.0,-721.0,911.0,12.0,-711.0,15.59338403933942,12.0,17.0,16000.0,18000.0,36000.0,0.0,20.657956693131133,20.0,25.0,1.0,18000.0,20404.405983858233,36000.0,1.0,21.21131530775185,20.0,26.0,1.0,721.0,14.533757874062836,12.0,17.0,1.0,23788.724239071234,18000.0,36000.0,1.0,20.0,22.457674260159912,25.0,1.0,28332.572036547594,18000.0,36000.0,1.0,23.02855199746975,20.0,26.0,1.0,0.0,91121.0,7.0,29.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.988752189639666,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.65259404667895,16.5,19.0,1.0,10000.0,22532.121074055947,25000.0,1.0,19.96041785080935,17.0,20.0,1.0,121.0,9.974576662813696,9.0,11.0,1.0,16291.806157461604,10000.0,19000.0,1.0,16.5,17.768714009165993,19.0,1.0,22741.00563004619,10000.0,25000.0,1.0,19.05993572600325,17.0,20.0,1.0,1.0,111.0,1.0,30.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.217275473902081,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.410030236662756,16.5,19.0,1.0,10000.0,22936.390474610613,25000.0,1.0,18.715720058577006,17.0,20.0,1.0,122.0,10.19292808046327,9.0,11.0,1.0,15879.808992583292,10000.0,19000.0,1.0,16.5,17.692131966091477,19.0,1.0,22757.170107369264,10000.0,25000.0,1.0,18.986710240205866,17.0,20.0,1.0,1.0,111.0,1.0,55.0
11.0,21.0,11.0,21.0,-121.0,21.0,12.0,-111.0,10.022522338692804,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.488352444907598,16.5,19.0,1.0,10000.0,22526.85504020031,25000.0,1.0,18.79310600818413,17.0,20.0,1.0,121.0,10.002453222153878,9.0,11.0,1.0,15428.702743657439,10000.0,19000.0,1.0,16.5,17.551632325736154,19.0,1.0,21897.726157141336,10000.0,25000.0,1.0,18.844825034579184,17.0,20.0,1.0,1.0,211.0,1.0,6.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.000008143137718,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.775652065942403,16.5,19.0,1.0,10000.0,22471.96775117248,25000.0,1.0,20.078967234994888,17.0,20.0,0.0,121.0,9.989204727143568,9.0,11.0,1.0,16132.365625029164,10000.0,19000.0,1.0,16.5,17.773199710083738,19.0,1.0,22582.465833680006,10000.0,25000.0,1.0,19.07211122618644,17.0,20.0,1.0,1.0,111.0,1.0,30.0
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.21287982607047,9.0,11.0,16000.0,10000.0,19000.0,1.0,19.260882597056188,16.5,19.0,0.0,10000.0,23027.1829221056,25000.0,1.0,20.582390640076117,17.0,20.0,0.0,122.0,10.201148901775696,9.0,11.0,1.0,16245.602026208331,10000.0,19000.0,1.0,16.5,17.78648621244936,19.0,1.0,23080.265646102373,10000.0,25000.0,1.0,19.07178973238667,17.0,20.0,1.0,0.0,211.0,1.0,9.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,15.090321378636798,12.0,17.0,16000.0,18000.0,36000.0,0.0,19.77840172364627,20.0,25.0,0.0,18000.0,20453.80666113209,36000.0,1.0,20.335467420930918,20.0,26.0,1.0,721.0,15.276463501870113,12.0,17.0,1.0,23725.075958072593,18000.0,36000.0,1.0,20.0,23.296990399157153,25.0,1.0,28277.4545205059,18000.0,36000.0,1.0,23.86638510600799,20.0,26.0,1.0,0.0,91121.0,7.0,28.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.985403176203304,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.421529844417847,16.5,19.0,1.0,10000.0,22495.648893338115,25000.0,1.0,19.718099261255375,17.0,20.0,1.0,121.0,10.010175866991693,9.0,11.0,1.0,14112.352007126654,10000.0,19000.0,1.0,16.5,17.403762318054444,19.0,1.0,20552.22808955658,10000.0,25000.0,1.0,18.689199156437986,17.0,20.0,1.0,1.0,211.0,1.0,41.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.999724860925978,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.37066637072086,16.5,19.0,1.0,10000.0,22466.9565910306,25000.0,1.0,18.66660632943492,17.0,20.0,1.0,121.0,10.003679676936413,9.0,11.0,1.0,17380.655016949386,10000.0,19000.0,1.0,16.5,17.988817419744244,19.0,1.0,23897.094746259132,10000.0,25000.0,1.0,19.294673507517757,17.0,20.0,1.0,1.0,111.0,1.0,11.0
11.0,21.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.991891811912996,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.446767875634432,16.5,19.0,1.0,10000.0,22439.098862264524,25000.0,1.0,18.735543140280235,17.0,20.0,1.0,121.0,9.999118563985613,9.0,11.0,1.0,15803.099291235912,10000.0,19000.0,1.0,16.5,17.700601249121192,19.0,1.0,22397.150996251163,10000.0,25000.0,1.0,19.020390075632616,17.0,20.0,1.0,1.0,111.0,1.0,29.0
91.0,24.0,91.0,21.0,-721.0,911.0,11.0,-711.0,14.64215639413092,12.0,17.0,16000.0,18000.0,36000.0,0.0,19.337540587148517,20.0,25.0,0.0,18000.0,20462.312984979893,36000.0,1.0,19.893259938374403,20.0,26.0,0.0,721.0,14.38617261920609,12.0,17.0,1.0,21742.019950813406,18000.0,36000.0,1.0,20.0,22.040066213422314,25.0,1.0,26209.15639535414,18000.0,36000.0,1.0,22.596386259809396,20.0,26.0,1.0,0.0,91121.0,7.0,3.0
11.0,22.0,11.0,21.0,-121.0,11.0,12.0,-111.0,9.996389305538376,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.876814409408674,16.5,19.0,1.0,10000.0,22539.346959714097,25000.0,1.0,19.18985599073557,17.0,20.0,1.0,121.0,9.993902903512472,9.0,11.0,1.0,12380.676719179915,10000.0,19000.0,1.0,16.5,16.92455330209684,19.0,1.0,18843.764384159847,10000.0,25000.0,1.0,18.222282708436616,17.0,20.0,1.0,1.0,111.0,1.0,46.0
92.0,24.0,92.0,24.0,-721.0,921.0,13.0,-711.0,15.140074740536425,12.0,17.0,16000.0,15000.0,28000.0,1.0,20.203784787954813,19.5,25.0,1.0,15000.0,20470.97844233859,28000.0,1.0,20.763430516792656,20.0,26.0,1.0,721.0,15.090851117268427,12.0,17.0,1.0,21297.350006442102,15000.0,28000.0,1.0,19.5,21.81538595428034,25.0,1.0,25775.374223389088,15000.0,28000.0,1.0,22.375913623775425,20.0,26.0,1.0,1.0,92122.0,7.0,22.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.993408731491629,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.475836438405565,16.5,19.0,1.0,10000.0,22490.30919292649,25000.0,1.0,19.772896941196983,17.0,20.0,1.0,121.0,9.99815521173291,9.0,11.0,1.0,13816.074504902444,10000.0,19000.0,1.0,16.5,17.28497754894333,19.0,1.0,20293.278732707597,10000.0,25000.0,1.0,18.579419080566492,17.0,20.0,1.0,1.0,111.0,1.0,50.0
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.976146759828433,9.0,11.0,16000.0,10000.0,19000.0,1.0,19.878697596432115,16.5,19.0,0.0,10000.0,22502.739379593164,25000.0,1.0,21.18159900409725,17.0,20.0,0.0,121.0,9.996397704626148,9.0,11.0,1.0,12950.598411442426,10000.0,19000.0,1.0,16.5,17.106852036963524,19.0,1.0,19535.43606577612,10000.0,25000.0,1.0,18.42620281334579,17.0,20.0,1.0,0.0,211.0,1.0,59.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,14.922356104792243,12.0,17.0,16000.0,18000.0,36000.0,0.0,19.857518798362307,20.0,25.0,0.0,18000.0,20492.760816847447,36000.0,1.0,20.41966464975066,20.0,26.0,1.0,721.0,14.963211417555238,12.0,17.0,1.0,25687.982594060162,18000.0,36000.0,1.0,20.0,23.132811967740786,25.0,1.0,30267.67372824579,18000.0,36000.0,1.0,23.705834765230584,20.0,26.0,1.0,0.0,91121.0,7.0,4.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.181248192687256,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.768353353433834,16.5,19.0,1.0,10000.0,22833.232214835556,25000.0,1.0,19.058867472504964,17.0,20.0,1.0,122.0,10.199211332385167,9.0,11.0,1.0,16878.679775180088,10000.0,19000.0,1.0,16.5,17.892871175117843,19.0,1.0,24063.468736305447,10000.0,25000.0,1.0,19.24977978079177,17.0,20.0,1.0,1.0,111.0,1.0,42.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,9.999176865153151,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.528008905603976,16.5,19.0,1.0,10000.0,22531.95420566425,25000.0,1.0,18.827721015268775,17.0,20.0,1.0,121.0,10.011329744834251,9.0,11.0,1.0,13525.138523878402,10000.0,19000.0,1.0,16.5,17.17462097384036,19.0,1.0,20085.625748591985,10000.0,25000.0,1.0,18.480010513140467,17.0,20.0,1.0,1.0,111.0,1.0,12.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,10.199193242803371,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.75748936143755,16.5,19.0,1.0,10000.0,23173.86551862442,25000.0,1.0,19.11295743651676,17.0,20.0,1.0,122.0,10.183139125572037,9.0,11.0,1.0,16858.79522612227,10000.0,19000.0,1.0,16.5,17.85072338872713,19.0,1.0,23822.336337185523,10000.0,25000.0,1.0,19.166451658380797,17.0,20.0,1.0,1.0,111.0,1.0,39.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.19676013296099,9.0,11.0,16000.0,10000.0,19000.0,1.0,17.16313885649916,16.5,19.0,1.0,10000.0,23047.32837238093,25000.0,1.0,18.49427600193558,17.0,20.0,1.0,122.0,10.190444212018189,9.0,11.0,1.0,12772.250183151296,10000.0,19000.0,1.0,16.5,17.12965164501224,19.0,1.0,19719.976738147212,10000.0,25000.0,1.0,18.441975465473796,17.0,20.0,1.0,1.0,111.0,1.0,30.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.01445311741346,9.0,11.0,16000.0,10000.0,19000.0,1.0,18.59741006389456,16.5,19.0,1.0,10000.0,22449.863154751958,25000.0,1.0,19.879780657705865,17.0,20.0,1.0,121.0,9.995524392330827,9.0,11.0,1.0,18007.59028133183,10000.0,19000.0,1.0,16.5,18.089393608615467,19.0,1.0,24439.341663674008,10000.0,25000.0,1.0,19.368163195121213,17.0,20.0,1.0,1.0,111.0,1.0,14.0
