MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,PSec_HUgeneration_pSection_ID_num,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,PF_M1_T1_Force,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,product_type_ID_num,line_ID_num,batch_ID_num
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.21287982607047,9.0,11.0,11866.05287626387,15000.0,19000.0,0.0,16.923134782639128,16.5,19.0,1.0,10000.0,18893.23579836947,25000.0,1.0,18.244642825659056,17.0,20.0,1.0,122.0,10.201148901775696,9.0,11.0,1.0,16245.602026208331,10000.0,19000.0,1.0,16.5,17.78648621244936,19.0,1.0,23080.265646102373,10000.0,25000.0,1.0,19.07178973238667,17.0,20.0,1.0,0.0,211.0,1.0,9.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,15.090321378636798,12.0,17.0,29423.42015099145,15000.0,36000.0,1.0,23.71153123443796,20.0,25.0,1.0,18000.0,33877.22681212354,36000.0,1.0,24.26859693172261,20.0,26.0,1.0,721.0,15.276463501870113,12.0,17.0,1.0,23725.075958072593,18000.0,36000.0,1.0,20.0,23.296990399157153,25.0,1.0,28277.4545205059,18000.0,36000.0,1.0,23.86638510600799,20.0,26.0,1.0,1.0,91121.0,7.0,28.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.985403176203304,9.0,11.0,13771.444801123256,15000.0,19000.0,0.0,17.24650647286583,16.5,19.0,1.0,10000.0,20267.09369446137,25000.0,1.0,18.543075889703356,17.0,20.0,1.0,121.0,10.010175866991693,9.0,11.0,1.0,14112.352007126654,10000.0,19000.0,1.0,16.5,17.403762318054444,19.0,1.0,20552.22808955658,10000.0,25000.0,1.0,18.689199156437986,17.0,20.0,1.0,0.0,211.0,1.0,41.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.999724860925978,9.0,11.0,17455.105308248138,15000.0,19000.0,1.0,18.041009878076423,16.5,19.0,1.0,10000.0,23922.06189927874,25000.0,1.0,19.336949836790485,17.0,20.0,1.0,121.0,10.003679676936413,9.0,11.0,1.0,17380.655016949386,10000.0,19000.0,1.0,16.5,17.988817419744244,19.0,1.0,23897.094746259132,10000.0,25000.0,1.0,19.294673507517757,17.0,20.0,1.0,1.0,111.0,1.0,11.0
11.0,21.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.991891811912996,9.0,11.0,16867.367878526686,15000.0,19000.0,1.0,17.850900377888774,16.5,19.0,1.0,10000.0,23306.46674079121,25000.0,1.0,19.139675642534577,17.0,20.0,1.0,121.0,9.999118563985613,9.0,11.0,1.0,15803.099291235912,10000.0,19000.0,1.0,16.5,17.700601249121192,19.0,1.0,22397.150996251163,10000.0,25000.0,1.0,19.020390075632616,17.0,20.0,1.0,1.0,111.0,1.0,29.0
91.0,24.0,91.0,21.0,-721.0,911.0,11.0,-711.0,14.64215639413092,12.0,17.0,29501.199439143962,15000.0,36000.0,1.0,23.299622989231935,20.0,25.0,1.0,18000.0,33963.51242412386,36000.0,1.0,23.85534234045782,20.0,26.0,1.0,721.0,14.38617261920609,12.0,17.0,1.0,21742.019950813406,18000.0,36000.0,1.0,20.0,22.040066213422314,25.0,1.0,26209.15639535414,18000.0,36000.0,1.0,22.596386259809396,20.0,26.0,1.0,1.0,91121.0,7.0,3.0
11.0,22.0,11.0,21.0,-121.0,11.0,12.0,-111.0,9.996389305538376,9.0,11.0,15709.479212357694,15000.0,19000.0,1.0,17.733725202650387,16.5,19.0,1.0,10000.0,22248.826172071793,25000.0,1.0,19.046766783977283,17.0,20.0,1.0,121.0,9.993902903512472,9.0,11.0,1.0,12380.676719179915,10000.0,19000.0,1.0,16.5,16.92455330209684,19.0,1.0,18843.764384159847,10000.0,25000.0,1.0,18.222282708436616,17.0,20.0,1.0,1.0,111.0,1.0,46.0
92.0,24.0,92.0,24.0,-721.0,921.0,13.0,-711.0,15.140074740536425,12.0,17.0,21045.828123589596,15000.0,28000.0,1.0,21.800697948390244,19.5,25.0,1.0,15000.0,25516.806565928186,28000.0,1.0,22.360343677228087,20.0,26.0,1.0,721.0,15.090851117268427,12.0,17.0,1.0,21297.350006442102,15000.0,28000.0,1.0,19.5,21.81538595428034,25.0,1.0,25775.374223389088,15000.0,28000.0,1.0,22.375913623775425,20.0,26.0,1.0,1.0,92122.0,7.0,22.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,9.993408731491629,9.0,11.0,13745.303530705754,15000.0,19000.0,0.0,17.280505200791655,16.5,19.0,1.0,10000.0,20235.612723632243,25000.0,1.0,18.577565703583073,17.0,20.0,1.0,121.0,9.99815521173291,9.0,11.0,1.0,13816.074504902444,10000.0,19000.0,1.0,16.5,17.28497754894333,19.0,1.0,20293.278732707597,10000.0,25000.0,1.0,18.579419080566492,17.0,20.0,1.0,0.0,111.0,1.0,50.0
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.976146759828433,9.0,11.0,10778.068812541242,15000.0,19000.0,0.0,16.64679515586608,16.5,19.0,1.0,10000.0,17280.808192134406,25000.0,1.0,17.94969656353122,17.0,20.0,1.0,121.0,9.996397704626148,9.0,11.0,1.0,12950.598411442426,10000.0,19000.0,1.0,16.5,17.106852036963524,19.0,1.0,19535.43606577612,10000.0,25000.0,1.0,18.42620281334579,17.0,20.0,1.0,0.0,211.0,1.0,59.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,14.922356104792243,12.0,17.0,26974.498381662776,15000.0,36000.0,1.0,23.242577235476503,20.0,25.0,1.0,18000.0,31467.259198510226,36000.0,1.0,23.804723086864858,20.0,26.0,1.0,721.0,14.963211417555238,12.0,17.0,1.0,25687.982594060162,18000.0,36000.0,1.0,20.0,23.132811967740786,25.0,1.0,30267.67372824579,18000.0,36000.0,1.0,23.705834765230584,20.0,26.0,1.0,1.0,91121.0,7.0,4.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.181248192687256,9.0,11.0,16009.449668133655,15000.0,19000.0,1.0,17.772834330050344,16.5,19.0,1.0,10000.0,22842.681882969213,25000.0,1.0,19.063348449121474,17.0,20.0,1.0,122.0,10.199211332385167,9.0,11.0,1.0,16878.679775180088,10000.0,19000.0,1.0,16.5,17.892871175117843,19.0,1.0,24063.468736305447,10000.0,25000.0,1.0,19.24977978079177,17.0,20.0,1.0,1.0,111.0,1.0,42.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,9.999176865153151,9.0,11.0,16549.153712666608,15000.0,19000.0,1.0,17.78641428479503,16.5,19.0,1.0,10000.0,23081.107918330858,25000.0,1.0,19.08612639445983,17.0,20.0,1.0,121.0,10.011329744834251,9.0,11.0,1.0,13525.138523878402,10000.0,19000.0,1.0,16.5,17.17462097384036,19.0,1.0,20085.625748591985,10000.0,25000.0,1.0,18.480010513140467,17.0,20.0,1.0,1.0,111.0,1.0,12.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,10.199193242803371,9.0,11.0,16085.841621168696,15000.0,19000.0,1.0,17.79804038594359,16.5,19.0,1.0,10000.0,23259.707139793118,25000.0,1.0,19.1535084610228,17.0,20.0,1.0,122.0,10.183139125572037,9.0,11.0,1.0,16858.79522612227,10000.0,19000.0,1.0,16.5,17.85072338872713,19.0,1.0,23822.336337185523,10000.0,25000.0,1.0,19.166451658380797,17.0,20.0,1.0,1.0,111.0,1.0,39.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.19676013296099,9.0,11.0,18604.027138397607,15000.0,19000.0,1.0,18.296928809777228,16.5,19.0,1.0,10000.0,25651.355510778536,25000.0,0.0,19.62806595521365,17.0,20.0,1.0,122.0,10.190444212018189,9.0,11.0,1.0,12772.250183151296,10000.0,19000.0,1.0,16.5,17.12965164501224,19.0,1.0,19719.976738147212,10000.0,25000.0,1.0,18.441975465473796,17.0,20.0,1.0,0.0,111.0,1.0,30.0
