,source,target,dagLevel
38,HU_HU_Block_Type_ID_num,HU_Ch1_HU_Block_Type_ID_num,2.0
39,HU_HU_Block_Type_ID_num,HU_Ch1_Vchamber,2.0
40,HU_HU_Block_Type_ID_num,HU_Ch1_Vchamber_part_REF,2.0
41,HU_HU_Block_Type_ID_num,HU_T1_BorePosition_ID_num,2.0
42,HU_HU_Block_Type_ID_num,HU_T1_DboreMax,2.0
43,HU_HU_Block_Type_ID_num,HU_T1_DboreMin,2.0
44,HU_HU_Block_Type_ID_num,HU_T2_BorePosition_ID_num,2.0
45,HU_HU_Block_Type_ID_num,HU_T2_DboreMax,2.0
46,HU_HU_Block_Type_ID_num,HU_T2_DboreMin,2.0
47,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,2.0
48,HU_HU_Block_Type_ID_num,PF_M1_T1_s0_LTL,2.0
49,HU_HU_Block_Type_ID_num,PF_M1_T1_s0_UTL,2.0
50,HU_HU_Block_Type_ID_num,PF_M1_T1_Force_LTL,2.0
51,HU_HU_Block_Type_ID_num,PF_M1_T1_Force_UTL,2.0
52,HU_HU_Block_Type_ID_num,PF_M1_T1_sgrad_LTL,2.0
53,HU_HU_Block_Type_ID_num,PF_M1_T1_sgrad_UTL,2.0
54,HU_HU_Block_Type_ID_num,PF_M1_T1_Fmax_LTL,2.0
55,HU_HU_Block_Type_ID_num,PF_M1_T1_Fmax_UTL,2.0
56,HU_HU_Block_Type_ID_num,PF_M1_T1_smax_LTL,2.0
57,HU_HU_Block_Type_ID_num,PF_M1_T1_smax_UTL,2.0
58,HU_HU_Block_Type_ID_num,PF_M1_T2_s0_LTL,2.0
59,HU_HU_Block_Type_ID_num,PF_M1_T2_s0_UTL,2.0
60,HU_HU_Block_Type_ID_num,PF_M1_T2_Force_LTL,2.0
61,HU_HU_Block_Type_ID_num,PF_M1_T2_Force_UTL,2.0
62,HU_HU_Block_Type_ID_num,PF_M1_T2_sgrad_LTL,2.0
63,HU_HU_Block_Type_ID_num,PF_M1_T2_sgrad_UTL,2.0
64,HU_HU_Block_Type_ID_num,PF_M1_T2_Fmax_LTL,2.0
65,HU_HU_Block_Type_ID_num,PF_M1_T2_Fmax_UTL,2.0
66,HU_HU_Block_Type_ID_num,PF_M1_T2_smax_LTL,2.0
67,HU_HU_Block_Type_ID_num,PF_M1_T2_smax_UTL,2.0
68,HU_HU_Block_Supplier_ID_num,HU_Ehu,2.0
69,HU_HU_Block_Supplier_ID_num,HU_Force_Lim_Deform,2.0
70,HU_HU_Block_Supplier_ID_num,HU_Ch1_HU_Block_Type_ID_num,2.0
71,HU_HU_Block_Supplier_ID_num,HU_Ch1_Vchamber,2.0
72,HU_HU_Block_Supplier_ID_num,HU_Ch1_Vchamber_part_REF,2.0
73,HU_HU_Block_Supplier_ID_num,HU_T1_BorePosition_ID_num,2.0
74,HU_HU_Block_Supplier_ID_num,HU_T1_DboreMax,2.0
75,HU_HU_Block_Supplier_ID_num,HU_T1_DboreMin,2.0
76,HU_HU_Block_Supplier_ID_num,HU_T2_BorePosition_ID_num,2.0
77,HU_HU_Block_Supplier_ID_num,HU_T2_DboreMax,2.0
78,HU_HU_Block_Supplier_ID_num,HU_T2_DboreMin,2.0
79,HU_Ehu,PF_M1_T1_E_eff_inv,
80,HU_Ehu,PF_M1_T2_E_eff_inv,
81,HU_Ch1_T2_AleakPF,HU_Ch1_AleakChamber,
82,HU_Ch1_T1_AleakMV,HU_Ch1_AleakChamber,
83,HU_Ch1_T2_AleakMV,HU_Ch1_AleakChamber,
84,HU_Ch1_T1_AleakPF,HU_Ch1_AleakChamber,
85,HU_T1_DboreMax,PF_M1_T1_deltaD_min,
86,HU_T1_DboreMin,PF_M1_T1_deltaD_max,
87,HU_T2_DboreMax,PF_M1_T2_deltaD_min,
88,HU_T2_DboreMin,PF_M1_T2_deltaD_max,
89,PF_M1_T1_s0,PF_M1_T1_s0_LTL_MpGood,
90,PF_M1_T1_s0,PF_M1_T1_s0_UTL_MpGood,
91,PF_M1_T1_s0,PF_M1_T1_sgrad,
92,PF_M1_T1_s0_LTL_MpGood,PF_M1_T1_s0_MpGood,
93,PF_M1_T1_s0_LTL,PF_M1_T1_s0_LTL_MpGood,
94,PF_M1_T1_s0_UTL_MpGood,PF_M1_T1_s0_MpGood,
95,PF_M1_T1_s0_UTL,PF_M1_T1_s0_UTL_MpGood,
96,PF_M1_T1_s0_MpGood,Sec_C2_Machine1_ProcessResult,
97,PF_M1_T1_Force,PF_M1_T1_Force_LTL_MpGood,
98,PF_M1_T1_Force,PF_M1_T1_Force_UTL_MpGood,
99,PF_M1_T1_Force,PF_M1_T1_delta_sgrad,
100,PF_M1_T1_Force,PF_M1_T1_Fmax,
101,PF_M1_T1_Force_LTL_MpGood,PF_M1_T1_Force_MpGood,
102,PF_M1_T1_Force_LTL,PF_M1_T1_Force_LTL_MpGood,
103,PF_M1_T1_Force_UTL_MpGood,PF_M1_T1_Force_MpGood,
104,PF_M1_T1_Force_UTL,PF_M1_T1_Force_UTL_MpGood,
105,PF_M1_T1_Force_MpGood,Sec_C2_Machine1_ProcessResult,
106,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_LTL_MpGood,
107,PF_M1_T1_sgrad_LTL_MpGood,PF_M1_T1_sgrad_MpGood,
108,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL_MpGood,
109,PF_M1_T1_sgrad,PF_M1_T1_sgrad_UTL_MpGood,
110,PF_M1_T1_sgrad,PF_M1_T1_smax,
111,PF_M1_T1_sgrad_UTL,PF_M1_T1_sgrad_UTL_MpGood,
112,PF_M1_T1_sgrad_UTL_MpGood,PF_M1_T1_sgrad_MpGood,
113,PF_M1_T1_sgrad_MpGood,Sec_C2_Machine1_ProcessResult,
114,PF_M1_T1_Fmax,PF_M1_T1_Fmax_LTL_MpGood,
115,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL_MpGood,
116,PF_M1_T1_Fmax_LTL_MpGood,PF_M1_T1_Fmax_MpGood,
117,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax_LTL_MpGood,
118,PF_M1_T1_Fmax_UTL,PF_M1_T1_Fmax_UTL_MpGood,
119,PF_M1_T1_Fmax_UTL_MpGood,PF_M1_T1_Fmax_MpGood,
120,PF_M1_T1_Fmax_MpGood,Sec_C2_Machine1_ProcessResult,
121,PF_M1_T1_smax,PF_M1_T1_smax_LTL_MpGood,
122,PF_M1_T1_smax,PF_M1_T1_smax_UTL_MpGood,
123,PF_M1_T1_smax_LTL_MpGood,PF_M1_T1_smax_MpGood,
124,PF_M1_T1_smax_LTL,PF_M1_T1_smax_LTL_MpGood,
125,PF_M1_T1_smax_UTL_MpGood,PF_M1_T1_smax_MpGood,
126,PF_M1_T1_smax_UTL,PF_M1_T1_smax_UTL_MpGood,
127,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_Leak_max,
128,PF_M1_T1_deltaD_max,PF_M1_T1_deltaD_mean,
129,PF_M1_T1_deltaD_min,PF_M1_T1_deltaD_Leak_min,
130,PF_M1_T1_deltaD_min,PF_M1_T1_deltaD_mean,
131,PF_M1_KstiffMachine,PF_M1_T1_LeakTolMachine,
132,PF_M1_KstiffMachine,PF_M1_T1_Kstiff_inv,
133,PF_M1_KstiffMachine,PF_M1_T1_delta_smax,
134,PF_M1_KstiffMachine,PF_M1_T2_LeakTolMachine,
135,PF_M1_KstiffMachine,PF_M1_T2_Kstiff_inv,
136,PF_M1_KstiffMachine,PF_M1_T2_delta_smax,
137,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_min,
138,PF_M1_T1_LeakTolMachine,PF_M1_T1_deltaD_Leak_max,
139,PF_M1_LeakTolMachine_REF,PF_M1_T1_LeakTolMachine,
140,PF_M1_LeakTolMachine_REF,PF_M1_T2_LeakTolMachine,
141,PF_M1_KstiffMachine_REF,PF_M1_T1_LeakTolMachine,
142,PF_M1_KstiffMachine_REF,PF_M1_T2_LeakTolMachine,
143,PF_M1_T1_deltaD_Leak_min,PF_M1_T1_deltaD_Leak_min_ReLu,
144,PF_M1_T1_deltaD_Leak_max,PF_M1_T1_deltaD_Leak_max_ReLu,
145,PF_M1_T1_deltaD_Leak_min_ReLu,PF_M1_T1_AleakPF_deltaD,
146,PF_M1_T1_deltaD_Leak_max_ReLu,PF_M1_T1_AleakPF_deltaD,
147,PF_M1_T1_beta_asym,PF_M1_T1_AleakPF_deltaD,
148,PF_M1_T1_beta_asym,PF_M1_T1_deltaD_mean,
149,PF_M1_T1_AleakPF_deltaD,PF_M1_T1_AleakPF,
150,PF_M1_T1_AleakPF_deltaD_REF,PF_M1_T1_AleakPF,
151,PF_M1_T1_AleakPF,PF_M1_T1_AleakBore,
152,PF_M1_T1_AleakPF_REF,PF_M1_T1_AleakPF,
153,PF_M1_T1_deltaD_mean,PF_M1_T1_KstiffPF,
154,PF_M1_T1_E_eff_inv,PF_M1_T1_E_eff,
155,PF_M1_T1_E_eff,PF_M1_T1_KstiffPF,
156,PF_M1_T1_KstiffPF_E_Ref,PF_M1_T1_KstiffPF,
157,PF_M1_T1_KstiffPF,PF_M1_T1_Kstiff_inv,
158,PF_M1_T1_KstiffPF,PF_M1_T1_Force,
159,PF_M1_T1_KstiffPF_Ref,PF_M1_T1_KstiffPF,
160,PF_M1_T1_KstiffPF_deltaD_Ref,PF_M1_T1_KstiffPF,
161,PF_M1_T1_Kstiff_inv,PF_M1_T1_Kstiff,
162,PF_M1_T1_Kstiff,PF_M1_T1_delta_sgrad,
163,PF_M1_T1_delta_sgrad,PF_M1_T1_sgrad,
164,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_Fmax,
165,PF_M1_T1_delta_Ftrigger_stop,PF_M1_T1_delta_smax,
166,PF_M1_T1_delta_smax,PF_M1_T1_smax,
167,PSec_C2_pSection_ID_num,PF_M1_T1_s0,2.0
168,PSec_C2_pSection_ID_num,PF_M1_KstiffMachine,2.0
169,PSec_C2_pSection_ID_num,PF_M1_KstiffMachine_REF,2.0
170,PSec_C2_pSection_ID_num,PF_M1_LeakTolMachine_REF,2.0
171,PSec_C2_pSection_ID_num,PF_M1_T1_delta_Ftrigger_stop,2.0
172,PSec_C2_pSection_ID_num,PF_M1_T2_s0,2.0
173,PSec_C2_pSection_ID_num,PF_M1_T2_delta_Ftrigger_stop,2.0
174,PF_M1_T2_s0,PF_M1_T2_s0_LTL_MpGood,
175,PF_M1_T2_s0,PF_M1_T2_s0_UTL_MpGood,
176,PF_M1_T2_s0,PF_M1_T2_sgrad,
177,PF_M1_T2_s0_LTL_MpGood,PF_M1_T2_s0_MpGood,
178,PF_M1_T2_s0_LTL,PF_M1_T2_s0_LTL_MpGood,
179,PF_M1_T2_s0_UTL,PF_M1_T2_s0_UTL_MpGood,
180,PF_M1_T2_s0_UTL_MpGood,PF_M1_T2_s0_MpGood,
181,PF_M1_T2_s0_MpGood,Sec_C2_Machine1_ProcessResult,
182,PF_M1_T2_Force,PF_M1_T2_Force_LTL_MpGood,
183,PF_M1_T2_Force,PF_M1_T2_Force_UTL_MpGood,
184,PF_M1_T2_Force,PF_M1_T2_delta_sgrad,
185,PF_M1_T2_Force,PF_M1_T2_Fmax,
186,PF_M1_T2_Force_LTL_MpGood,PF_M1_T2_Force_MpGood,
187,PF_M1_T2_Force_LTL,PF_M1_T2_Force_LTL_MpGood,
188,PF_M1_T2_Force_UTL,PF_M1_T2_Force_UTL_MpGood,
189,PF_M1_T2_Force_UTL_MpGood,PF_M1_T2_Force_MpGood,
190,PF_M1_T2_Force_MpGood,Sec_C2_Machine1_ProcessResult,
191,PF_M1_T2_sgrad,PF_M1_T2_sgrad_LTL_MpGood,
192,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL_MpGood,
193,PF_M1_T2_sgrad,PF_M1_T2_smax,
194,PF_M1_T2_sgrad_LTL_MpGood,PF_M1_T2_sgrad_MpGood,
195,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad_LTL_MpGood,
196,PF_M1_T2_sgrad_UTL_MpGood,PF_M1_T2_sgrad_MpGood,
197,PF_M1_T2_sgrad_UTL,PF_M1_T2_sgrad_UTL_MpGood,
198,PF_M1_T2_sgrad_MpGood,Sec_C2_Machine1_ProcessResult,
199,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_LTL_MpGood,
200,PF_M1_T2_Fmax_LTL_MpGood,PF_M1_T2_Fmax_MpGood,
201,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL_MpGood,
202,PF_M1_T2_Fmax,PF_M1_T2_Fmax_UTL_MpGood,
203,PF_M1_T2_Fmax_UTL,PF_M1_T2_Fmax_UTL_MpGood,
204,PF_M1_T2_Fmax_UTL_MpGood,PF_M1_T2_Fmax_MpGood,
205,PF_M1_T2_Fmax_MpGood,Sec_C2_Machine1_ProcessResult,
206,PF_M1_T2_smax,PF_M1_T2_smax_LTL_MpGood,
207,PF_M1_T2_smax,PF_M1_T2_smax_UTL_MpGood,
208,PF_M1_T2_smax_LTL_MpGood,PF_M1_T2_smax_MpGood,
209,PF_M1_T2_smax_LTL,PF_M1_T2_smax_LTL_MpGood,
210,PF_M1_T2_smax_UTL_MpGood,PF_M1_T2_smax_MpGood,
211,PF_M1_T2_smax_UTL,PF_M1_T2_smax_UTL_MpGood,
212,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_Leak_max,
213,PF_M1_T2_deltaD_max,PF_M1_T2_deltaD_mean,
214,PF_M1_T2_deltaD_min,PF_M1_T2_deltaD_Leak_min,
215,PF_M1_T2_deltaD_min,PF_M1_T2_deltaD_mean,
216,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_min,
217,PF_M1_T2_LeakTolMachine,PF_M1_T2_deltaD_Leak_max,
218,PF_M1_T2_deltaD_Leak_min,PF_M1_T2_deltaD_Leak_min_ReLu,
219,PF_M1_T2_deltaD_Leak_max,PF_M1_T2_deltaD_Leak_max_ReLu,
220,PF_M1_T2_deltaD_Leak_min_ReLu,PF_M1_T2_AleakPF_deltaD,
221,PF_M1_T2_deltaD_Leak_max_ReLu,PF_M1_T2_AleakPF_deltaD,
222,PF_M1_T2_beta_asym,PF_M1_T2_AleakPF_deltaD,
223,PF_M1_T2_beta_asym,PF_M1_T2_deltaD_mean,
224,PF_M1_T2_AleakPF_deltaD,PF_M1_T2_AleakPF,
225,PF_M1_T2_AleakPF_deltaD_REF,PF_M1_T2_AleakPF,
226,PF_M1_T2_AleakPF,PF_M1_T2_AleakBore,
227,PF_M1_T2_AleakPF_REF,PF_M1_T2_AleakPF,
228,PF_M1_T2_deltaD_mean,PF_M1_T2_KstiffPF,
229,PF_M1_T2_E_eff_inv,PF_M1_T2_E_eff,
230,PF_M1_T2_E_eff,PF_M1_T2_KstiffPF,
231,PF_M1_T2_KstiffPF_E_Ref,PF_M1_T2_KstiffPF,
232,PF_M1_T2_KstiffPF,PF_M1_T2_Kstiff_inv,
233,PF_M1_T2_KstiffPF,PF_M1_T2_Force,
234,PF_M1_T2_KstiffPF_Ref,PF_M1_T2_KstiffPF,
235,PF_M1_T2_KstiffPF_deltaD_Ref,PF_M1_T2_KstiffPF,
236,PF_M1_T2_Kstiff_inv,PF_M1_T2_Kstiff,
237,PF_M1_T2_Kstiff,PF_M1_T2_delta_sgrad,
238,PF_M1_T2_delta_sgrad,PF_M1_T2_sgrad,
239,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_Fmax,
240,PF_M1_T2_delta_Ftrigger_stop,PF_M1_T2_delta_smax,
241,PF_M1_T2_delta_smax,PF_M1_T2_smax,
242,product_type_ID_num,HU_Block_Type_ID_num,2.0
243,product_type_ID_num,T1_MV_Type_ID_num,2.0
244,product_type_ID_num,T2_MV_Type_ID_num,2.0
245,line_ID_num,PSec_MVgeneration_pSection_ID_num,2.0
246,line_ID_num,PSec_HUgeneration_pSection_ID_num,2.0
247,line_ID_num,PSec_C2_pSection_ID_num,2.0
248,HU_Block_Type_ID_num,HU_HU_Block_Type_ID_num,2.0
249,T1_MV_Type_ID_num,MV1_T1_MV_Type_ID_num,2.0
250,T2_MV_Type_ID_num,MV2_T2_MV_Type_ID_num,2.0
